Chromosom:0.43244962824717437,0.3724333110162421,0.08043933007014947,0.13443926229627634,0.312909005244435,0.8782808722257252,0.2828183831404,0.3885916732724927, - Turn:500 Win?:false
Chromosom:0.725361890275834,0.39223587374194313,0.3649572060217352,0.5436386277809327,0.6005358454018838,0.7707878401912808,0.7155916824045228,0.4562932343056365, - Turn:500 Win?:false
Chromosom:0.8174878721412017,0.351121252084615,0.5237325905477572,0.5143636512827842,0.5710395493494663,0.15346657625997984,0.5500762297775622,0.45091807154681307, - Turn:500 Win?:false
Chromosom:0.36703610357722427,0.9897364508073018,0.1563390677442568,0.5434240362598357,0.24531950609538378,0.46212359403200853,0.8311031508116357,0.6453166713201184, - Turn:500 Win?:false
Chromosom:0.4930971147672879,0.8011951817667962,0.6197865715982304,0.4205714937139232,0.5817723488269604,0.5339926181812449,0.21643740428039088,0.7029874481838627, - Turn:500 Win?:false
Chromosom:0.48331350762750025,0.9450031997354076,0.21900431542906174,0.2362657117808945,0.09474402552170136,0.13001433780257854,0.6927992965948764,0.46090929197724584, - Turn:500 Win?:false
Chromosom:0.3596638921536227,0.9351238805222066,0.5797584830020786,0.6637309330284288,0.442744221856081,0.5341694429670608,0.8189409640114653,0.33276613207480643, - Turn:500 Win?:false
Chromosom:0.6787402847912296,7.728065304766218E-4,0.4790408370627466,0.8172793530003871,0.6955753515649029,0.9194905896516062,0.09556193856729267,0.27125963492796734, - Turn:500 Win?:false
Chromosom:0.9287611523178697,0.849494427635272,0.4714648011554613,0.7282444897646425,0.20081643271177074,0.8909562360493714,0.6289645267592474,0.8514789104227701, - Turn:500 Win?:false
Chromosom:0.041854376649402836,0.2866255961164115,0.4630598991908971,0.14152161607421676,0.2741046676244304,0.12517683451216643,0.4154510733039227,0.30047141854377457, - Turn:500 Win?:false
Chromosom:0.757585170837338,0.4450298618901579,0.021987693887386417,0.30990078685404066,0.6387166213046661,0.11258100011847094,0.4264158109817824,0.6203523391668505, - Turn:500 Win?:false
Chromosom:0.07618204518847083,0.21818513283453278,0.5737428894260521,0.6591787900533983,0.004113854196587385,0.9661530534587717,0.7673053109407929,0.12454263489121908, - Turn:500 Win?:false
Chromosom:0.7107346043436596,0.6385747957557127,0.5044069543518858,0.40967615213062325,0.8511980522935265,0.004762949572160613,0.3298669252240133,0.4947431781217899, - Turn:500 Win?:false
Chromosom:0.9465384665598898,0.208052657159419,0.8457341055278521,0.023836570248946254,0.2696368387481415,0.05357306168193565,0.30981660773520037,0.573245761726822, - Turn:500 Win?:false
Chromosom:0.4654029265846864,0.9809563747987031,0.5925875236094666,0.9931045093707336,0.7299106841670904,0.647551852144511,0.13019327176053885,0.3617565134824353, - Turn:500 Win?:false
Chromosom:0.8820134285217481,0.9705643042518571,0.9107038679901917,0.5306522618043271,0.2010047704312442,0.6806373308075777,0.461409755793165,0.4573175402436849, - Turn:500 Win?:false
Chromosom:0.47517962171349204,0.9247542565434163,0.2668823449027381,0.5249103563844177,0.3086894758325006,0.22292999914523282,0.040681312361077304,0.8291099085932853, - Turn:500 Win?:false
Chromosom:0.367874678565151,0.13101984992384297,0.7980040495104287,0.9765572285755749,0.9132953336778361,0.29107183686624427,0.7322377523371644,0.2837943296056694, - Turn:500 Win?:false
Chromosom:0.6599724808323442,0.1610013049393485,0.48528849864096213,0.39162481157190043,0.7358888417771686,0.6069678616145828,0.5197254703423431,0.21704557636264543, - Turn:500 Win?:false
Chromosom:0.26758882268333817,0.7146864925673097,0.9501928291275742,0.8533759671330119,0.9117555784626927,0.6300058126300081,0.3722057146885359,0.4989370242100767, - Turn:500 Win?:false
